#,Category,Product Name,Sale Price ($),Regular Price ($),Discount ($),Discount (%),Stock Status,Product URL,Full Description
22,Rear Bumper,2020-2026 GMC Chevy 2500 3500 Factory Chrome Rear Bumper w/ Sensor Hole OEM,599.99,650.0,50.01,7.7%,In Stock (1),https://texastruckparts.shop/product/2020-2026-gmc-chevy-2500-3500-factory-chrome-rear-bumper-w-sensor-hole-oem/,"Genuine OEM take-off chrome rear bumper for 2020–2026 Chevy Silverado/GMC Sierra 2500/3500. Factory chrome finish in excellent condition. Includes parking sensor holes for factory sensor compatibility. Compatible across both Chevy and GMC HD models — GM uses identical rear bumpers for both lines. Direct bolt-on installation. Saves 40–60% vs. dealer pricing. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through Snap Finance, Progressive Leasing, and Acima."
23,Rear Bumper,2019-2026 Ram 2500 3500 4500 Factory Chrome Rear Bumper w/ Sensor Holes,549.99,600.0,50.01,8.3%,In Stock (10),https://texastruckparts.shop/product/2019-2026-ram-2500-3500-4500-factory-chrome-rear-bumper-w-sensor-holes-6/,"Genuine OEM take-off chrome rear bumper for 2019–2026 Ram 2500/3500/4500; SKU 25RCS7. Factory chrome finish in excellent condition. Features factory sensor holes for parking sensor integration. 10 units in stock. Direct-fit, bolt-on installation compatible with Ram factory mounting brackets. Parking sensors transfer from existing setup. Standard tools and floor jack; typically 1–2 hours. Free commercial shipping from Sugar Land, TX. Financing available — no credit check required."
24,Rear Bumper,2023-2026 Ford F250 F350 F450 Factory Chrome Rear Bumper No Sensors OEM Take Off,549.99,650.0,100.01,15.4%,In Stock (20),https://texastruckparts.shop/product/2023-2026-ford-f250-f350-factory-chrome-rear-bumper-no-sensors-oem-take-off/,"Genuine OEM take-off chrome rear bumper for 2023–2026 Ford F250/F350/F450. No sensors included — clean chrome look. Factory chrome finish in excellent condition. 20 units in stock; individual units may have slight variations. Direct bolt-on installation using existing frame brackets in 1–2 hours with standard hand tools. No painting required. Saves 40–60% vs. dealer pricing. Free commercial shipping from Sugar Land, TX. Financing available through multiple providers. VIN verification: (832) 706-8091."
25,Truck Bed,2020-2022 Ford F250 F350 Short Bed 6.75ft SRW Iconic Silver OEM Take Off,3499.99,3700.0,200.01,5.4%,Out of Stock,https://texastruckparts.shop/product/2020-2022-ford-f250-f350-short-bed-6-75ft-srw-iconic-silver-oem-take-off/,"Genuine OEM take-off short bed (6.5 ft / SRW) in Iconic Silver for 2020–2022 Ford F250/F350. Includes spray-in liner. This color was made specific to 2020–2022 model years but will also fit 2017–2019. Removed from a low-mileage vehicle and carefully inspected. Complete steel assembly including floor, walls, wheel wells, taillight cutouts, and all mounting hardware. Direct bolt-on installation to compatible frames. Professional installation recommended. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Financing available."
26,Truck Bed,2017-2019 Ford F250 F350 Short Bed 6.75ft SRW Platinum White OEM,3499.99,3700.0,200.01,5.4%,In Stock (1),https://texastruckparts.shop/product/2017-2019-ford-f250-f350-short-bed-6-75ft-srw-platinum-white-oem/,"Genuine OEM take-off short bed (6.5 ft / SRW) in Platinum White for 2017–2019 Ford F250/F350 Platinum trim. Removed from a low-mileage truck and carefully inspected. Factory-stamped steel assembly with complete mounting hardware including floor, walls, wheel wells, and taillight cutouts. Designed for factory mounting locations. Do not expect a brand-new item — expect a genuine OEM part in the condition shown. Professional installation recommended. Free commercial shipping from Sugar Land, TX. Financing through Snap Finance, Progressive Leasing, and Acima."
27,Truck Bed,2023-2026 Ford F350 F450 Platinum Dually Bed 8ft DRW Oxford White OEM,2899.99,3000.0,100.01,3.3%,In Stock (1),https://texastruckparts.shop/product/2023-2026-ford-f350-f450-platinum-dually-bed-8ft-drw-oxford-white-oem/,"Genuine OEM take-off 8 ft dually long bed (DRW) in Oxford White for 2023–2026 Ford F350/F450 Platinum. Includes spray-in bed liner and 5th-wheel cut-outs. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation for the specified year range and trim level. Please refer to photos for exact condition — what you see is what you receive. Ships from Sugar Land, TX within 1–2 business days via freight. VIN verification available. Financing through Snap, Acima, and Progressive Leasing."
28,Truck Bed,2020-2026 Chevy Silverado 3500HD Dually Bed 8ft DRW Summit White OEM (v2),3499.99,3650.0,150.01,4.1%,Out of Stock,https://texastruckparts.shop/product/2020-2026-chevy-silverado-3500hd-dually-bed-8ft-drw-summit-white-oem-2/,"Genuine OEM take-off 8 ft dually long bed (DRW) in Summit White for 2020–2026 Chevy Silverado 3500HD; SKU CD12. Removed from a low-mileage vehicle and carefully inspected by our team. Please refer to photos for exact condition — expect an original factory component, not new merchandise. Direct-fit, bolt-on installation. VIN verification and fitment assistance available. OEM take-offs cost 40–60% less than dealer pricing with the same engineering, materials, and fit. Ships from Sugar Land, TX. Financing available."
29,Truck Bed,2019-2026 Ram 2500 3500 Short Bed 6.4ft SRW Bright White OEM Take Off,3799.99,4000.0,200.01,5.0%,In Stock (1),https://texastruckparts.shop/product/2019-2026-ram-2500-3500-short-bed-6-4ft-srw-bright-white-oem-take-off-2/,"Genuine OEM take-off short bed (6.4 ft / SRW) in Bright White for 2019–2026 Ram 2500/3500. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation designed for 2019–2026 Ram 2500/3500 with SRW configuration — note that SRW and DRW beds are not interchangeable. Photos document exact condition. Professional installation recommended. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through Snap Finance, Progressive Leasing, and Acima."
30,Truck Bed,2023-2026 Ford F250 F350 SHORT Bed 6FT 9IN SRW Marsh Grey Take Off,4099.99,4200.0,100.01,2.4%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f250-f350-short-bed-6ft-9in-srw-marsh-grey-take-off/,"Genuine OEM take-off short bed (6 ft 9 in / SRW) in Marsh Grey for 2023–2026 Ford F250/F350. Removed from a low-mileage truck and carefully inspected. Direct-fit, bolt-on installation for specified model years. SRW and DRW beds are not interchangeable — confirm bed length and wheel configuration before purchase. Refer to photos for actual field condition rather than factory-new appearance. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Financing available through multiple providers."
31,Truck Bed,2020-2026 Chevy Silverado 3500HD Dually Bed 8ft DRW Summit White OEM,3399.99,3650.0,250.01,6.8%,In Stock (1),https://texastruckparts.shop/product/2020-2026-chevy-silverado-3500hd-dually-bed-8ft-drw-summit-white-oem/,"Genuine OEM take-off 8 ft dually long bed (DRW) in Summit White for 2020–2026 Chevy Silverado 3500HD. Removed from a low-mileage vehicle and inspected. Direct-fit installation with bolt-on mounting. Fitment verification available via VIN confirmation by contacting our team. Free commercial shipping from Sugar Land, TX (13618 Florence Rd). Local pickup option available. Financing options through Snap, Acima, and Progressive Leasing with 1–2 business day processing."
32,Truck Bed,2017-2022 Ford F350 F450 Dually Bed 8 FT OEM Oxford White Bed Only OEM DRW,2699.99,3000.0,300.01,10.0%,Out of Stock,https://texastruckparts.shop/product/2017-2022-ford-f350-f450-dually-bed-8-ft-oem-oxford-white-bed-only-oem-drw/,"Genuine OEM take-off 8 ft dually long bed (DRW) in Oxford White for 2017–2022 Ford F350/F450; SKU 116862. Removed from a low-mileage vehicle and carefully inspected. Complete steel assembly including flooring, walls, wheel wells, taillight cutouts, and factory mounting points. Compatible exclusively with DRW configurations — SRW and dually beds use different mounting points. Direct bolt-on installation; professional removal of original bed and disconnection of wiring/fuel components required. VIN verification available. Financing through multiple providers."
33,Truck Bed,2023-2026 Ford F350 F450 Lariat Dually Bed 8ft DRW Carbonized Grey M7 OEM,2400.0,2500.0,100.0,4.0%,Out of Stock,https://texastruckparts.shop/product/2023-2026-ford-f350-f450-lariat-dually-bed-8ft-drw-carbonized-grey-m7-oem/,"Genuine OEM take-off 8 ft dually long bed (DRW) in Carbonized Grey for 2023–2026 Ford F350/F450 Lariat; SKU 003117. Removed from a low-mileage vehicle and carefully inspected. SRW and DRW beds are not interchangeable, nor are short and long beds. Direct-fit, bolt-on installation. Saves 40–60% vs. dealership pricing. Photos document exact condition — what you see is what you receive. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Financing available through multiple providers."
34,Truck Bed,2020-2026 Chevy Silverado 2500 3500 HD Hunter Green Short Bed 6.75ft SRW,3999.99,4199.99,200.0,4.8%,Out of Stock,https://texastruckparts.shop/product/2020-2026-chevy-silverado-2500-3500-hd-hunter-green-short-bed-6-75ft-srw/,"Genuine OEM take-off short bed (6.5 ft / SRW) in Hunter Green for 2020–2026 Chevy Silverado 2500/3500 HD; SKU 907919. Removed from a low-mileage truck and carefully inspected. Complete steel assembly including floor, walls, wheel wells, taillight cutouts, and mounting points. Professional installation recommended — involves unbolting from frame, disconnecting tail light wiring, and fuel filler neck. Direct bolt-on with same engineering, materials, and fit as dealer parts at 40–60% less. Ships from Sugar Land, TX. Financing available."
35,Truck Bed,2020-2026 GMC Sierra 3500HD Denali DRW Dually Bed 8ft Abalone White OEM,3299.99,3500.0,200.01,5.7%,In Stock (1),https://texastruckparts.shop/product/2020-2026-gmc-sierra-3500hd-denali-drw-dually-bed-8ft-abalone-white-oem/,"Genuine OEM take-off 8 ft dually long bed (DRW) in Abalone White for 2020–2026 GMC Sierra 3500HD Denali; SKU 287326465199. Removed from a low-mileage truck and carefully inspected. Complete steel assembly including floor, walls, wheel wells, and taillight cutouts. Direct-fit, bolt-on installation. OEM take-offs cost 40–60% less than new dealer parts. Free commercial shipping from Sugar Land, TX. Local pickup available. Financing through Snap, Acima, and Progressive. VIN verification: (832) 706-8091."
36,Truck Bed,2011-2016 Ford F250 F350 Short Bed 6.75ft SRW Black & Brown Two Tone King Ranch OEM,4349.99,4500.0,150.01,3.3%,In Stock (1),https://texastruckparts.shop/product/2011-2016-ford-f250-f350-short-bed-6-75ft-srw-black-brown-two-tone-king-ranch-oe/,"Genuine OEM take-off short bed (6.5 ft / SRW) in Black & Brown two-tone King Ranch trim for 2011–2016 Ford F250/F350. Rare King Ranch exclusive color combination. Removed from a low-mileage vehicle and carefully inspected. Direct bolt-on installation — SRW and DRW beds are not interchangeable. What you see in photos is what you receive. Free commercial shipping from Sugar Land, TX. Financing available through Snap Finance, Progressive Leasing, and Acima."
37,Tailgate,2017-2019 Ford F250 F350 F450 Factory Tailgate Platinum White Step Camera Hole OEM,1199.99,1300.0,100.01,7.7%,In Stock (1),https://texastruckparts.shop/product/2017-2019-ford-f250-f350-f450-factory-tailgate-platinum-white-step-camera-hole-oem/,"Genuine OEM take-off tailgate in Platinum White for 2017–2019 Ford F250/F350/F450 Platinum trim. Features factory integrated step for easy bed access and factory camera hole cutout. Carefully removed and inspected from a low-mileage truck. Fits all bed configurations (short/long bed, SRW, dually). Installation requires transferring existing latch cables and wiring harnesses. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Financing through Snap Finance, Progressive Leasing, and Acima. VIN verification available."
38,Tailgate,2023-2026 Ford F250 F350 F450 Factory Tailgate Oxford White w/ Step & Camera Hole OEM,1299.99,1399.99,100.0,7.1%,In Stock (1),https://texastruckparts.shop/product/2023-2026-ford-f250-f350-f450-factory-tailgate-oxford-white-w-step-camera-hole-oem/,"Genuine OEM take-off tailgate in Oxford White for 2023–2026 Ford F250/F350/F450. Features factory integrated tailgate step and backup camera cutout. Note: this tailgate was previously installed on a fleet vehicle and has reflective vinyl that can be removed; it has 3 aftermarket lights drilled into it with wiring visible on the back side when the plate is opened. Direct bolt-on replacement across all bed configurations. Installation involves removing hinge bolts and transferring latch cables and wiring. Ships from Sugar Land, TX. Financing available."
39,Tailgate,2017-2019 Ford F250 F350 F450 Factory Tailgate Platinum White Camera Hole NO STEP,949.99,1000.0,50.01,5.0%,In Stock (1),https://texastruckparts.shop/product/2017-2019-ford-f250-f350-f450-factory-tailgate-platinum-white-camera-hole-no-step/,"Genuine OEM take-off tailgate in Platinum White for 2017–2019 Ford F250/F350/F450 — no step, with factory camera hole cutout. Has a couple of light dings (see photos). Removed from a low-mileage donor vehicle with full factory functionality retained. Direct bolt-on compatibility for 2017–2019 models. Installation involves transferring existing latch cables and wiring to the replacement unit. Fits all bed configurations. Ships from Sugar Land, TX. Financing available through multiple providers. VIN verification offered."
40,Tailgate,2020-2026 Chevy Silverado 2500 3500 Factory Tailgate Summit White OEM (v3),999.99,1100.0,100.01,9.1%,Out of Stock,https://texastruckparts.shop/product/2020-2026-chevy-silverado-2500-3500-factory-tailgate-summit-white-oem-3/,"Genuine OEM take-off tailgate in Summit White for 2020–2026 Chevy Silverado 2500/3500; SKU 118469. No step. Removed from a low-mileage truck and carefully inspected. Fits all bed configurations — short bed, long bed, SRW, and dually trucks. If color doesn't match your truck, body shops can repaint using the factory paint code from your door jamb sticker. Installation involves removing hinge pins/bolts and transferring existing latch cables and wiring. Ships within 1–2 business days from Sugar Land, TX. Financing available."
41,Tailgate,2023-2026 Ford F250 F350 Factory Tailgate Marsh Grey w/ Step & Camera Hole OEM,1799.99,1899.99,100.0,5.3%,In Stock (1),https://texastruckparts.shop/product/2023-2026-ford-f250-f350-factory-tailgate-marsh-grey-w-step-camera-hole-oem/,"Genuine OEM take-off tailgate in Marsh Grey for 2023–2026 Ford F250/F350/F450. Includes factory integrated tailgate step for easy bed access and factory camera cutout for backup camera. Removed from a low-mileage truck and carefully inspected. Universal fit across all bed configurations. Requires hinge pin removal and latch cable transfer. If color differs, professional body shops can refinish using your factory paint code. Ships from Sugar Land, TX within 1–2 business days via freight carrier. Financing available."
42,Tailgate,2023-2026 Ford F250 F350 F450 KING RANCH Tailgate Step Camera Star White OEM,2799.99,3000.0,200.01,6.7%,In Stock (1),https://texastruckparts.shop/product/2023-2026-ford-f250-f350-f450-king-ranch-tailgate-step-camera-star-white-oem/,"Genuine OEM take-off King Ranch tailgate in Star White for 2023–2026 Ford F250/F350/F450 King Ranch trim. Features factory integrated tailgate step and camera-ready cutout. Removed from a low-mileage truck and carefully inspected — what you see in photos is what you receive. Direct bolt-on replacement with universal fit across all bed configurations (short/long bed, SRW, dually). Installation requires hinge pin/bolt removal and latch cable transfer. Free commercial delivery from Sugar Land, TX. Financing through Snap Finance, Progressive Leasing, and Acima."
